case_id,variant_id,level,agent_name,agent_variant,run_id,claim_id,claim_type,agent_claim,final_label,final_error_type,final_severity,adjudicator_id,adjudication_notes
C016,no_solution,no_solution,openclaw,benchmark_isolated,RUN_20260527_235457_27_openclaw_deepseekv4pro_isolated,RUN_20260527_235457_27_openclaw_deepseekv4pro_isolated_CL011,Methodological,Causal identification is not credible from the provided data.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C016,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_235045_26_openclaw_deepseekv4pro_isolated,RUN_20260527_235045_26_openclaw_deepseekv4pro_isolated_CL001,**Descriptive/Causal on reports**,Targeted risk information changes self-reported adolescent behavior relative to generic curriculum,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C016,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_235045_26_openclaw_deepseekv4pro_isolated,RUN_20260527_235045_26_openclaw_deepseekv4pro_isolated_CL002,**Untestable in current data**,Observed differences reflect actual behavior change rather than reporting change,contradicted,Contradiction,critical,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C016,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_235045_26_openclaw_deepseekv4pro_isolated,RUN_20260527_235045_26_openclaw_deepseekv4pro_isolated_CL003,**Manipulation check (causal on knowledge)**,The information intervention shifted risk perceptions,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C016,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_235045_26_openclaw_deepseekv4pro_isolated,RUN_20260527_235045_26_openclaw_deepseekv4pro_isolated_CL004,**Descriptive pattern**,Effects are concentrated on behaviors with the largest risk differential,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C016,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_235045_26_openclaw_deepseekv4pro_isolated,RUN_20260527_235045_26_openclaw_deepseekv4pro_isolated_CL005,**Descriptive pattern**,Reported protection behavior increases more for higher-risk partner types,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C016,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_235045_26_openclaw_deepseekv4pro_isolated,RUN_20260527_235045_26_openclaw_deepseekv4pro_isolated_CL006,**Descriptive/Causal on schooling**,The intervention does not affect schooling outcomes,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C016,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_235045_26_openclaw_deepseekv4pro_isolated,RUN_20260527_235045_26_openclaw_deepseekv4pro_isolated_CL007,**Sensitivity check**,Treatment effects on reports are robust to plausible reporting bias,partially_supported,Overclaim,major,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C016,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_173157_08_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_173157_08_openclaw_deepseekv4pro_researchagentv1_CL001,Descriptive association (ITT on self-reports),Targeted-information assignment is associated with differences in self-reported behavioral outcomes relative to generic-information assignment,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C016,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_173157_08_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_173157_08_openclaw_deepseekv4pro_researchagentv1_CL002,Structural identification claim,The ITT on self-reports conflates true behavioral effects with differential reporting bias,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C016,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_173157_08_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_173157_08_openclaw_deepseekv4pro_researchagentv1_CL003,Structural identification claim,No within-packet design can credibly separate behavioral from reporting effects,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C016,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_173157_08_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_173157_08_openclaw_deepseekv4pro_researchagentv1_CL004,Methodological claim,Partial-identification bounds can characterize the range of behavioral effects consistent with the data under explicit reporting-bias assumptions,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C016,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_173157_08_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_173157_08_openclaw_deepseekv4pro_researchagentv1_CL005,Methodological claim,"Without auxiliary data, the bounds will be too wide to support policy conclusions",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C016,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_173157_08_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_173157_08_openclaw_deepseekv4pro_researchagentv1_CL006,Causal mechanism claim (directional),Partner-characteristic items may carry larger differential reporting bias than activity items,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C016,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_173157_08_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_173157_08_openclaw_deepseekv4pro_researchagentv1_CL007,Methodological identification claim,DiD cannot address treatment-induced changes in measurement error,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C016,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_173157_08_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_173157_08_openclaw_deepseekv4pro_researchagentv1_CL008,Comparative design assessment,Bounds analysis is the strongest defensible response to the packet constraints,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C016,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_154952_08_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_154952_08_openclaw_deepseekv4pro_researchagentv2search_CL001,Causal (on reported behavior),"Targeted-information assignment has a causal effect on self-reported behavioral patterns (activity, partner characteristics, protection behavior).",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C016,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_154952_08_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_154952_08_openclaw_deepseekv4pro_researchagentv2search_CL002,Identification-bound (negative claim),The true behavioral effect of targeted information cannot be credibly distinguished from differential reporting using the available data.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C016,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_154952_08_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_154952_08_openclaw_deepseekv4pro_researchagentv2search_CL003,Descriptive with sensitivity bounds,"Under plausible differential-reporting parameters (Γ ≤ 1.5, π_U ≤ 0.20), the Rosenman-Γ sensitivity bounds on the true behavioral effect [include / exclude] zero.",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C016,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_154952_08_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_154952_08_openclaw_deepseekv4pro_researchagentv2search_CL004,Descriptive (diagnostic),Cross-item consistency checks can diagnose gross data-quality problems in the self-report data but cannot validate self-reports as accurate measures of behavior.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C016,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_154952_08_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_154952_08_openclaw_deepseekv4pro_researchagentv2search_CL005,Identification-bound (negative claim),"School-level reporting norms may confound the self-report ITT, and this confound cannot be separated from the treatment effect in a school-level assignment design.",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C016,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_154952_08_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_154952_08_openclaw_deepseekv4pro_researchagentv2search_CL006,Identification-bound (negative claim),Spillover through cross-school information exchange and partner-market interference biases the ITT estimate.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C016,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_154952_08_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_154952_08_openclaw_deepseekv4pro_researchagentv2search_CL007,Identification-bound (negative claim),Non-compliance (varying exposure through attendance/participation) creates selection into treatment intensity that may correlate with both behavior and reporting propensity.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C016,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_154952_08_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_154952_08_openclaw_deepseekv4pro_researchagentv2search_CL008,Descriptive (meta-evidentiary),The OpenAlex seed results are off-target for this packet's methodological question.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C016,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_154952_08_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_154952_08_openclaw_deepseekv4pro_researchagentv2search_CL009,Descriptive with sensitivity bounds,"The strongest defensible overall conclusion is a descriptive comparison of self-reported behavioral patterns across information conditions, with sensitivity bounds quantifying what cannot be concluded about actual behavior.",supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C016,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_014054_08_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_014054_08_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL001,Causal,Targeted risk information causes changes in adolescent true behavior,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C016,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_014054_08_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_014054_08_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL002,Methodological assessment,"Naive ITT, CACE/LATE, or DiD can credibly identify the causal effect of targeted information on true behavior using only self-reported outcomes",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C016,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_014054_08_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_014054_08_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL003,Descriptive (self-reports only),The observed difference in self-reported survey responses between targeted-information and generic-message schools is \( \hat{\delta} \) (estimated value),supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C016,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_014054_08_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_014054_08_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL004,Sensitivity bound (conditional on external evidence),"Under the assumption that differential reporting bias does not exceed \( B_{\max} \), the true behavior-change effect on the risk-ratio scale is at least \( RR_{\text{obs}} / B_{\max} \)",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C016,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_014054_08_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_014054_08_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL005,Partial identification,"The identified set for the ATE includes zero under unsigned, unbounded differential reporting error",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C016,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_014054_08_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_014054_08_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL006,Threat acknowledgment,"SUTVA violations (information spillover, partner-market interference) and differential non-response are present and affect even the descriptive comparison",supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C016,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_014054_08_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_014054_08_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL007,Methodological limitation,"The study cannot determine whether observed self-report differences are driven by behavior change, reporting change, or selection",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C016,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_014054_08_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_014054_08_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL008,Design requirement,"To restore causal interpretation, the design needs at minimum an objective outcome, internal validation study, or randomized survey-mode experiment",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C016,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_014054_08_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_014054_08_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL009,Methodological assessment,"The packet's perturbation — removal of the objective outcome — is structurally fatal to causal identification, and this conclusion does not depend on sample size, estimator choice, or inference method",supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C016,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_014054_08_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_014054_08_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL010,Contribution framing,The study's contribution is documenting self-reported response patterns with transparent uncertainty quantification and specifying what additional data would restore stronger interpretation,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,level1,level1,openclaw,benchmark_isolated,RUN_20260529_114807_09_openclaw_deepseekv4pro_isolated,RUN_20260529_114807_09_openclaw_deepseekv4pro_isolated_CL001,Causal,Offering an encouragement to visit a distant section increases unplanned spending (ITT),supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C019,level1,level1,openclaw,benchmark_isolated,RUN_20260529_114807_09_openclaw_deepseekv4pro_isolated,RUN_20260529_114807_09_openclaw_deepseekv4pro_isolated_CL002,Causal (effect of encouragement on mediator),The encouragement increases total route length,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C019,level1,level1,openclaw,benchmark_isolated,RUN_20260529_114807_09_openclaw_deepseekv4pro_isolated,RUN_20260529_114807_09_openclaw_deepseekv4pro_isolated_CL003,Causal for compliers,Additional travel distance causes higher unplanned spending (LATE),supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,level1,level1,openclaw,benchmark_isolated,RUN_20260529_114807_09_openclaw_deepseekv4pro_isolated,RUN_20260529_114807_09_openclaw_deepseekv4pro_isolated_CL004,Mechanism,The effect operates through exposure to more products,partially_supported,Overclaim,major,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,level1,level1,openclaw,benchmark_isolated,RUN_20260529_114807_09_openclaw_deepseekv4pro_isolated,RUN_20260529_114807_09_openclaw_deepseekv4pro_isolated_CL005,Descriptive association,Longer observed routes are associated with higher unplanned spending,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,level1,level1,openclaw,benchmark_isolated,RUN_20260529_114807_09_openclaw_deepseekv4pro_isolated,RUN_20260529_114807_09_openclaw_deepseekv4pro_isolated_CL006,Descriptive / sensitivity,The association between route length and unplanned spending is partly spurious (driven by mission),supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,level1,level1,openclaw,benchmark_isolated,RUN_20260529_114807_09_openclaw_deepseekv4pro_isolated,RUN_20260529_114807_09_openclaw_deepseekv4pro_isolated_CL007,Speculative,The LATE generalizes to mandatory layout-based route lengthening,unsupported,Unsupported Claim,major,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C019,level1,level1,openclaw,benchmark_isolated,RUN_20260529_114807_09_openclaw_deepseekv4pro_isolated,RUN_20260529_114807_09_openclaw_deepseekv4pro_isolated_CL008,Speculative,Induced travel increases total store revenue at scale,unsupported,Unsupported Claim,major,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,level1,level1,openclaw,benchmark_isolated,RUN_20260529_114807_09_openclaw_deepseekv4pro_isolated,RUN_20260529_114807_09_openclaw_deepseekv4pro_isolated_CL009,Speculative,Longer routes improve shopper welfare,unsupported,Unsupported Claim,major,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C019,level2,level2,openclaw,benchmark_isolated,RUN_20260527_235916_28_openclaw_deepseekv4pro_isolated,RUN_20260527_235916_28_openclaw_deepseekv4pro_isolated_CL001,Descriptive association,Longer observed route length is associated with higher unplanned spending,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,level2,level2,openclaw,benchmark_isolated,RUN_20260527_235916_28_openclaw_deepseekv4pro_isolated,RUN_20260527_235916_28_openclaw_deepseekv4pro_isolated_CL002,Descriptive decomposition,Pre-trip mission characteristics explain part (but not all) of the route–spending association,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,level2,level2,openclaw,benchmark_isolated,RUN_20260527_235916_28_openclaw_deepseekv4pro_isolated,RUN_20260527_235916_28_openclaw_deepseekv4pro_isolated_CL003,Descriptive decomposition,Reverse causality (unplanned purchases → longer route) accounts for part of the association,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,level2,level2,openclaw,benchmark_isolated,RUN_20260527_235916_28_openclaw_deepseekv4pro_isolated,RUN_20260527_235916_28_openclaw_deepseekv4pro_isolated_CL004,Causal (ITT),Random assignment of path-inducing promotions increases unplanned spending,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,level2,level2,openclaw,benchmark_isolated,RUN_20260527_235916_28_openclaw_deepseekv4pro_isolated,RUN_20260527_235916_28_openclaw_deepseekv4pro_isolated_CL005,Causal (ITT),Larger detour distances reduce promotion redemption or net unplanned spending,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,level2,level2,openclaw,benchmark_isolated,RUN_20260527_235916_28_openclaw_deepseekv4pro_isolated,RUN_20260527_235916_28_openclaw_deepseekv4pro_isolated_CL006,"Causal (LATE, exploratory)",Induced additional travel (via promotion) causes additional unplanned spending,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,level2,level2,openclaw,benchmark_isolated,RUN_20260527_235916_28_openclaw_deepseekv4pro_isolated,RUN_20260527_235916_28_openclaw_deepseekv4pro_isolated_CL007,Mechanism (descriptive mediation),The effect of promotions on unplanned spending operates partly through additional categories visited,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,level2,level2,openclaw,benchmark_isolated,RUN_20260527_235916_28_openclaw_deepseekv4pro_isolated,RUN_20260527_235916_28_openclaw_deepseekv4pro_isolated_CL008,Heterogeneous treatment effect,Store familiarity moderates responsiveness to path-inducing promotions,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,level2,level2,openclaw,benchmark_isolated,RUN_20260527_235916_28_openclaw_deepseekv4pro_isolated,RUN_20260527_235916_28_openclaw_deepseekv4pro_isolated_CL009,Heterogeneous treatment effect,Shoppers with larger planned missions have less budget slack for unplanned spending,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,level2,level2,openclaw,benchmark_isolated,RUN_20260527_235916_28_openclaw_deepseekv4pro_isolated,RUN_20260527_235916_28_openclaw_deepseekv4pro_isolated_CL010,External validity caveat,Results from this store/format do not generalize to all retail settings,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,level3,level3,openclaw,benchmark_isolated,RUN_20260528_000312_29_openclaw_deepseekv4pro_isolated,RUN_20260528_000312_29_openclaw_deepseekv4pro_isolated_CL001,**Causal** (ITT of promotion distance),Assigning shoppers a far (vs. near) route-inducing promotion causes an increase in trip-level unplanned spending.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,level3,level3,openclaw,benchmark_isolated,RUN_20260528_000312_29_openclaw_deepseekv4pro_isolated,RUN_20260528_000312_29_openclaw_deepseekv4pro_isolated_CL002,**Causal** (LATE under exclusion restriction),Additional route length causally increases unplanned spending.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C019,level3,level3,openclaw,benchmark_isolated,RUN_20260528_000312_29_openclaw_deepseekv4pro_isolated,RUN_20260528_000312_29_openclaw_deepseekv4pro_isolated_CL003,**Descriptive**,Shoppers with larger planned baskets have longer routes.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,level3,level3,openclaw,benchmark_isolated,RUN_20260528_000312_29_openclaw_deepseekv4pro_isolated,RUN_20260528_000312_29_openclaw_deepseekv4pro_isolated_CL004,**Causal** (for the induced component),The route-length/unplanned-spending relationship is not purely driven by mission size.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,level3,level3,openclaw,benchmark_isolated,RUN_20260528_000312_29_openclaw_deepseekv4pro_isolated,RUN_20260528_000312_29_openclaw_deepseekv4pro_isolated_CL005,**Causal**,Route-inducing promotions increase the number of unplanned categories purchased.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,level3,level3,openclaw,benchmark_isolated,RUN_20260528_000312_29_openclaw_deepseekv4pro_isolated,RUN_20260528_000312_29_openclaw_deepseekv4pro_isolated_CL006,**Mechanism**,The far-promotion effect operates through increased route length rather than category appeal alone.,partially_supported,Overclaim,major,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,level3,level3,openclaw,benchmark_isolated,RUN_20260528_000312_29_openclaw_deepseekv4pro_isolated,RUN_20260528_000312_29_openclaw_deepseekv4pro_isolated_CL007,**Causal** (for spillover to other categories),The results generalize to unplanned spending in unpromoted categories.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260528_000656_30_openclaw_deepseekv4pro_isolated,RUN_20260528_000656_30_openclaw_deepseekv4pro_isolated_CL001,Causal (experimental),Randomized prompts increase average route length,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260528_000656_30_openclaw_deepseekv4pro_isolated,RUN_20260528_000656_30_openclaw_deepseekv4pro_isolated_CL002,Causal (LATE),Route length increases unplanned spending among compliers,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260528_000656_30_openclaw_deepseekv4pro_isolated,RUN_20260528_000656_30_openclaw_deepseekv4pro_isolated_CL003,Causal (mechanism evidence),Prompt-induced route extension generates unplanned spending in non-prompted categories,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C019,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260528_000656_30_openclaw_deepseekv4pro_isolated,RUN_20260528_000656_30_openclaw_deepseekv4pro_isolated_CL004,Descriptive association,Longer routes are positively correlated with proxy-unplanned spending,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260528_000656_30_openclaw_deepseekv4pro_isolated,RUN_20260528_000656_30_openclaw_deepseekv4pro_isolated_CL005,Descriptive (conditional),Route-spending association is stronger for unfamiliar shoppers,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260528_000656_30_openclaw_deepseekv4pro_isolated,RUN_20260528_000656_30_openclaw_deepseekv4pro_isolated_CL006,Measurement validity,Historical-deviation proxy captures genuine unplanned purchases,partially_supported,Overclaim,major,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260528_000656_30_openclaw_deepseekv4pro_isolated,RUN_20260528_000656_30_openclaw_deepseekv4pro_isolated_CL007,Assumption (partially testable),The exclusion restriction holds (prompts only affect unplanned spending through route length),partially_supported,Overclaim,major,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_174004_09_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_174004_09_openclaw_deepseekv4pro_researchagentv1_CL001,Descriptive,Route length and total checkout spending are positively correlated in the raw data,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_174004_09_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_174004_09_openclaw_deepseekv4pro_researchagentv1_CL002,Descriptive,"The positive route-spending correlation persists after controlling for observable demographics, store familiarity, time-of-day, and day-of-week",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C019,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_174004_09_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_174004_09_openclaw_deepseekv4pro_researchagentv1_CL003,Descriptive,Category-level prompt-pass indicators are positively associated with purchase incidence for some categories,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C019,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_174004_09_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_174004_09_openclaw_deepseekv4pro_researchagentv1_CL004,Descriptive,The route-spending association varies across shopper demographic segments,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C019,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_174004_09_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_174004_09_openclaw_deepseekv4pro_researchagentv1_CL005,Descriptive,The route-spending association varies by time-of-day and day-of-week,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C019,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_174004_09_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_174004_09_openclaw_deepseekv4pro_researchagentv1_CL006,Descriptive,"Constructed ""unplanned spending"" proxies produce different route-spending associations than total spending",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C019,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_174004_09_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_174004_09_openclaw_deepseekv4pro_researchagentv1_CL007,Methodological,No credible causal effect of route length on unplanned spending can be estimated from this packet's data,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C019,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_174004_09_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_174004_09_openclaw_deepseekv4pro_researchagentv1_CL008,Methodological,The descriptive design is the strongest defensible analysis given packet constraints,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C019,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_160120_09_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_160120_09_openclaw_deepseekv4pro_researchagentv2search_CL001,Descriptive association,"Longer in-store routes are positively associated with higher total checkout spending, conditional on available demographics and store familiarity.",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C019,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_160120_09_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_160120_09_openclaw_deepseekv4pro_researchagentv2search_CL002,Logical/definitional,"Without pre-trip basket data, ""unplanned spending"" cannot be measured at the individual level; total spending conflates planned and unplanned purchases.",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
